,business_name,telephone,business_page,rank,category,website,rating,street,locality,region,zipcode,listing_url,keyword,Address,x,y,STATE,GEOID,BLOCK,TRACT,geometry
8,Laramie-Diversey Currency Exchange,(773) 282-2020,https://www.yellowpages.com/chicago-il/mip/laramie-diversey-currency-exchange-462333049,189. ,Check Cashing Service,,,5200 W Diversey Ave,"Chicago, IL 60639",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"5200 W Diversey Ave Chicago, IL 60639",-87.756615,41.9314,NS,17,4021,190300,POINT (-87.756615 41.9314)
9,Check Changers,(773) 374-2422,https://www.yellowpages.com/chicago-il/mip/check-changers-529502646,190. ,Check Cashing Service,,,7900 S Jeffery Blvd,"Chicago, IL 60617",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"7900 S Jeffery Blvd Chicago, IL 60617",-87.57599,41.75157,NS,17,7004,460500,POINT (-87.57599 41.75157)
10,Pronto Express,(773) 836-1920,https://www.yellowpages.com/chicago-il/mip/pronto-express-2224347,191. ,"Check Cashing Service,Money Transfer Service",,,5753 W Fullerton Ave,"Chicago, IL 60639",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"5753 W Fullerton Ave Chicago, IL 60639",-87.77006,41.923912,NS,17,2003,191302,POINT (-87.77006 41.923912)
11,Easy Cash Solutions,(773) 622-4280,https://www.yellowpages.com/chicago-il/mip/easy-cash-solutions-481750587,192. ,"Loans,Check Cashing Service",http://www.easycashsolutions.com,,6432 W North Ave,"Chicago, IL 60707",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"6432 W North Ave Chicago, IL 60707",-87.78634,41.909138,NS,17,2028,250500,POINT (-87.78634 41.909138)
12,AmeriCash Loans,(708) 563-9777,https://www.yellowpages.com/chicago-il/mip/americash-loans-3525118,193. ,"Financing Services,Financial Services,Loans",https://americashloans.net/locations/illinois/bedford-park,,7460 S Cicero Ave,"Chicago, IL 60629",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"7460 S Cicero Ave Chicago, IL 60629",-87.74164,41.757336,NS,17,1016,820902,POINT (-87.74164 41.757336)
13,87th & Halsted Currency Exchng,(773) 224-7400,https://www.yellowpages.com/chicago-il/mip/87th-halsted-currency-exchng-10790300,194. ,Check Cashing Service,http://www.mycurrencyexchange.com,,808 W 87th St,"Chicago, IL 60620",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"808 W 87th St Chicago, IL 60620",-87.64529,41.736057,NS,17,2019,711000,POINT (-87.64529 41.736057)
14,Dolex Dollar Express,(773) 622-6083,https://www.yellowpages.com/chicago-il/mip/dolex-dollar-express-5321806,195. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,5846 W Fullerton Ave,"Chicago, IL 60639",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"5846 W Fullerton Ave Chicago, IL 60639",-87.77239,41.923885,NS,17,3021,190602,POINT (-87.77239 41.923885)
15,Cash Lenders,(773) 283-9900,https://www.yellowpages.com/chicago-il/mip/cash-lenders-481731302,196. ,"Check Cashing Service,Loans",,,5150 W Belmont Ave,"Chicago, IL 60641",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"5150 W Belmont Ave Chicago, IL 60641",-87.75551,41.93872,NS,17,2008,151001,POINT (-87.75551 41.93872)
16,Swing Into Action,(312) 878-7545,https://www.yellowpages.com/chicago-il/mip/swing-into-action-528630197,197. ,Check Cashing Service,http://www.swingintoaction.net,,1815 W Wilson Ave,"Chicago, IL 60640",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"1815 W Wilson Ave Chicago, IL 60640",,,,,,,POINT (nan nan)
17,Currency Exchange,(773) 434-1781,https://www.yellowpages.com/chicago-il/mip/currency-exchange-8032458,198. ,Check Cashing Service,,,3218 W 87th St,"Chicago, IL 60652",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"3218 W 87th St Chicago, IL 60652",-87.703026,41.735195,NS,17,3021,700402,POINT (-87.70302599999999 41.735195)
18,Advantage Cash Express,(773) 728-6035,https://www.yellowpages.com/chicago-il/mip/advantage-cash-express-464105874,199. ,Check Cashing Service,,,4804 N Broadway St,"Chicago, IL 60640",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"4804 N Broadway St Chicago, IL 60640",-87.65968,41.96923,NS,17,2003,031100,POINT (-87.65967999999999 41.96923)
19,Lawrence Currency,(773) 275-1585,https://www.yellowpages.com/chicago-il/mip/lawrence-currency-467253062,200. ,"Currency Exchanges,Check Cashing Service",,,1620 W Lawrence Ave,"Chicago, IL 60640",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"1620 W Lawrence Ave Chicago, IL 60640",,,,,,,POINT (nan nan)
20,Order Express,(773) 267-8227,https://www.yellowpages.com/chicago-il/mip/order-express-8335967,201. ,"Money Order Service,Check Cashing Service",http://www.orderexpress.com.mx,,3453 W Montrose Ave,"Chicago, IL 60618",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"3453 W Montrose Ave Chicago, IL 60618",-87.714806,41.961105,NS,17,2001,160501,POINT (-87.714806 41.961105)
21,Devon Financial,(773) 925-2575,https://www.yellowpages.com/chicago-il/mip/devon-financial-11492765,202. ,"Financial Services,Check Cashing Service,Loans",http://www.loansdfs.com,,3222 W 87th St,"Chicago, IL 60652",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"3222 W 87th St Chicago, IL 60652",-87.70312,41.73519,NS,17,3021,700402,POINT (-87.70312 41.73519)
22,Belmont Central Currency Exchange,(773) 685-0202,https://www.yellowpages.com/chicago-il/mip/belmont-central-currency-exchange-5157265,203. ,Check Cashing Service,http://www.mycurrencyexchange.com,,5559 W Belmont Ave,"Chicago, IL 60641",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"5559 W Belmont Ave Chicago, IL 60641",-87.76581,41.93858,NS,17,1005,190300,POINT (-87.76581 41.93858)
24,Coat Check Co,(773) 205-1800,https://www.yellowpages.com/chicago-il/mip/coat-check-co-6538715,205. ,Check Cashing Service,,,4200 N Kedvale Ave,"Chicago, IL 60641",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"4200 N Kedvale Ave Chicago, IL 60641",-87.730965,41.95741,NS,17,3006,160300,POINT (-87.730965 41.95741)
25,Dolex,(773) 417-3153,https://www.yellowpages.com/chicago-il/mip/dolex-504489069,206. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,6816 W Grand Ave,"Chicago, IL 60707",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"6816 W Grand Ave Chicago, IL 60707",-87.79597,41.9236,NS,17,5011,831600,POINT (-87.79597 41.9236)
26,Dolex Dollar Express,(678) 407-7024,https://www.yellowpages.com/chicago-il/mip/dolex-dollar-express-505304602,207. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,3500 W Lawrence Ave,"Chicago, IL 60625",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"3500 W Lawrence Ave Chicago, IL 60625",-87.715904,41.96838,NS,17,3013,140200,POINT (-87.71590399999999 41.96838)
27,95th & Ashland Currency Exchange Inc,(773) 238-8900,https://www.yellowpages.com/chicago-il/mip/95th-ashland-currency-exchange-inc-3802303,208. ,Check Cashing Service,http://mycurrencyexchange.com,,9459 S Ashland Ave,"Chicago, IL 60620",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"9459 S Ashland Ave Chicago, IL 60620",-87.66268,41.721573,NS,17,2018,730201,POINT (-87.66267999999999 41.721573)
29,1st Loans Financial,(773) 731-7170,https://www.yellowpages.com/chicago-il/mip/1st-loans-financial-547745607,210. ,"Alternative Loans,Loans,Check Cashing Service",https://www.qcholdings.com,,1916 E 95th St,"Chicago, IL 60617",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=7",cash advance,"1916 E 95th St Chicago, IL 60617",-87.57726,41.72245,NS,17,2001,510300,POINT (-87.57726 41.72245)
0,Dolex Dollar Express,(773) 375-3038,https://www.yellowpages.com/chicago-il/mip/dolex-dollar-express-7678355,211. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,9046 S Commercial Ave,"Chicago, IL 60617",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"9046 S Commercial Ave Chicago, IL 60617",-87.55128,41.730545,NS,17,2016,833900,POINT (-87.55128000000001 41.730545)
2,"PNB Remittance Centers, Inc.",(773) 784-2953,https://www.yellowpages.com/chicago-il/mip/pnb-remittance-centers-inc-2917635,213. ,"Check Cashing Service,Financial Services",http://pnb.com.ph,,5918 N Clark St,"Chicago, IL 60660",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"5918 N Clark St Chicago, IL 60660",-87.669945,41.989185,NS,17,1007,030400,POINT (-87.669945 41.989185)
3,Granville Broadway Currency Exchange,(773) 262-2351,https://www.yellowpages.com/chicago-il/mip/granville-broadway-currency-exchange-10299781,214. ,Check Cashing Service,http://mycurrencyexchange.com/store-locator,,6165 N Broadway St,"Chicago, IL 60660",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"6165 N Broadway St Chicago, IL 60660",-87.660385,41.99412,NS,17,2002,030102,POINT (-87.66038500000001 41.99412)
4,103rd & Western Currency Exchange,(773) 239-4300,https://www.yellowpages.com/chicago-il/mip/103rd-western-currency-exchange-1494490,215. ,"Check Cashing Service,Foreign Exchange Brokers,Currency Exchanges",http://mycurrencyexchange.com/store-locator,,10257 S Western Ave,"Chicago, IL 60643",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"10257 S Western Ave Chicago, IL 60643",-87.68164,41.70716,NS,17,3032,720300,POINT (-87.68164 41.70716)
5,PLS Check Cashers,(773) 233-4220,https://www.yellowpages.com/chicago-il/mip/pls-check-cashers-96556,216. ,"Check Cashing Service,Tax Return Preparation,Loans",http://plscheck.com,,3211 W 103rd St,"Chicago, IL 60655",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"3211 W 103rd St Chicago, IL 60655",-87.70151,41.70618,NS,17,4000,740200,POINT (-87.70151 41.70618)
6,Cash America Pawn,(773) 436-0960,https://www.yellowpages.com/chicago-il/mip/cash-america-pawn-534796714,217. ,"Loans,Check Cashing Service,Gold, Silver & Platinum Buyers & Dealers",http://www.cashamerica.com,,6337 N Kedzie Ave,"Chicago, IL 60659",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"6337 N Kedzie Ave Chicago, IL 60659",-87.709305,41.996048,NS,17,1003,020702,POINT (-87.709305 41.996048)
7,Ama Check Cashing,(773) 629-8834,https://www.yellowpages.com/chicago-il/mip/ama-check-cashing-475482752,218. ,Check Cashing Service,,,10846 S Halsted ST,"Chicago, IL 60628",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"10846 S Halsted ST Chicago, IL 60628",-87.64253,41.696938,NS,17,1009,750100,POINT (-87.64252999999999 41.696938)
9,PLS Check Cashers,(773) 274-3444,https://www.yellowpages.com/chicago-il/mip/pls-check-cashers-12647412,220. ,"Check Cashing Service,Tax Return Preparation,Loans",http://plscheck.com,,1356 W Morse Ave,"Chicago, IL 60626",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"1356 W Morse Ave Chicago, IL 60626",,,,,,,POINT (nan nan)
11,Distressed Home Buyers Cash,(708) 990-2762,https://www.yellowpages.com/chicago-il/mip/distressed-home-buyers-cash-548629683,222. ,Check Cashing Service,http://distressedhomebuyers.cash,,3400 W 111th St,"Chicago, IL 60655",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"3400 W 111th St Chicago, IL 60655",,,,,,,POINT (nan nan)
12,Dollar Express,(773) 338-1620,https://www.yellowpages.com/chicago-il/mip/dollar-express-1391792,223. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,7365 N Clark St,"Chicago, IL 60626",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"7365 N Clark St Chicago, IL 60626",-87.67505,42.015133,NS,17,2001,010202,POINT (-87.67505 42.015133)
13,Dolex,(773) 933-9163,https://www.yellowpages.com/chicago-il/mip/dolex-22315971,224. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,3654 E 106th St,"Chicago, IL 60617",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"3654 E 106th St Chicago, IL 60617",-87.534584,41.702736,NS,17,4009,520400,POINT (-87.534584 41.702736)
14,Orders Express Inc,(773) 768-3137,https://www.yellowpages.com/chicago-il/mip/orders-express-inc-3623222,225. ,"Money Order Service,Check Cashing Service",,,3645 E 106th St,"Chicago, IL 60617",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"3645 E 106th St Chicago, IL 60617",-87.53509,41.70273,NS,17,3003,520400,POINT (-87.53509 41.70273)
15,Hegewisch Currency Exchange,(773) 646-0555,https://www.yellowpages.com/chicago-il/mip/hegewisch-currency-exchange-2935002,226. ,Check Cashing Service,,,13412 S Brandon Ave,"Chicago, IL 60633",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"13412 S Brandon Ave Chicago, IL 60633",-87.54593,41.651516,NS,17,3008,550100,POINT (-87.54593 41.651516)
16,Tool Check Inc,(312) 769-0107,https://www.yellowpages.com/chicago-il/mip/tool-check-inc-1486274,227. ,Check Cashing Service,,,,"Chicago, IL 60622",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,,,,,,,,POINT (nan nan)
17,PLS Loan Store,(773) 582-0800,https://www.yellowpages.com/chicago-il/mip/pls-loan-store-96009,228. ,"Alternative Loans,Check Cashing Service,Financial Services",http://pls247.com/il/store-locator/store/169-4838-s-cicero-ave-chicago.html,,4838 S Cicero Ave,"Chicago, IL 60638",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"4838 S Cicero Ave Chicago, IL 60638",-87.743164,41.805046,NS,17,1021,560300,POINT (-87.74316399999999 41.805046)
18,PLS Loan Store,(773) 486-5400,https://www.yellowpages.com/chicago-il/mip/pls-loan-store-460439838,229. ,"Alternative Loans,Financing Services,Financial Services",http://pls247.com/il/store-locator/store/227-801-1-2-n-pulaski-rd-chicago.html,,801 1/2 N Pulaski Rd,"Chicago, IL 60651",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"801 1/2 N Pulaski Rd Chicago, IL 60651",,,,,,,POINT (nan nan)
27,Cash America Pawn,(773) 360-5160,https://www.yellowpages.com/chicago-il/mip/cash-america-pawn-473345887,238. ,"Loans,Check Cashing Service,Gold, Silver & Platinum Buyers & Dealers",http://www.cashamerica.com,,1334 N Pulaski Rd,"Chicago, IL 60651",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=8",cash advance,"1334 N Pulaski Rd Chicago, IL 60651",-87.7264,41.905502,NS,17,1011,230600,POINT (-87.7264 41.905502)
20,Cashcity Loans And Installment Loans,(708) 488-8880,https://www.yellowpages.com/river-forest-il/mip/cashcity-loans-and-installment-loans-23055130,261. ,"Loans,Savings & Loans,Check Cashing Service",http://www.cashcitypayday.com,,7756 Madison St Ste 4,"River Forest, IL 60305",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=9",cash advance,"7756 Madison St Ste 4 River Forest, IL 60305",,,,,,,POINT (nan nan)
21,Gift Card Monopoly,(708) 622-4909,https://www.yellowpages.com/oak-park-il/mip/gift-card-monopoly-468641831,262. ,"Check Cashing Service,Bill Paying Service,Money Transfer Service",,2,125 S Marion St Ste 301,"Oak Park, IL 60302",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=9",cash advance,"125 S Marion St Ste 301 Oak Park, IL 60302",-87.80252,41.885654,NS,17,1005,812801,POINT (-87.80252 41.885654)
22,PLS Loan Store,(708) 447-7070,https://www.yellowpages.com/lyons-il/mip/pls-loan-store-453336013,263. ,"Alternative Loans,Financial Services,Check Cashing Service",,,3908 Harlem Ave,"Lyons, IL 60534",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=9",cash advance,"3908 Harlem Ave Lyons, IL 60534",-87.802605,41.82073,NS,17,1000,819100,POINT (-87.802605 41.82073)
23,PLS Check Cashers,(708) 656-8585,https://www.yellowpages.com/cicero-il/mip/pls-check-cashers-16087,264. ,"Check Cashing Service,Tax Return Preparation,Loans",http://plscheck.com,,5947 W Roosevelt Rd,"Cicero, IL 60804",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=9",cash advance,"5947 W Roosevelt Rd Cicero, IL 60804",-87.7735,41.865463,NS,17,1000,813500,POINT (-87.7735 41.865463)
24,LendNation,(708) 484-3600,https://www.yellowpages.com/berwyn-il/mip/lendnation-548294578,265. ,"Money Order Service,Check Cashing Service,Financial Services",https://www.lendnation.com/location/il/berwyn/6508-cermak-road-0459,,6508 Cermak Rd,"Berwyn, IL 60402",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=9",cash advance,"6508 Cermak Rd Berwyn, IL 60402",-87.78655,41.85072,NS,17,2022,814900,POINT (-87.78655000000001 41.85072)
26,LendNation,(708) 499-6500,https://www.yellowpages.com/burbank-il/mip/lendnation-545992381,267. ,"Loans,Check Cashing Service,Financial Services",https://www.lendnation.com/location/il/burbank/8502-s-cicero-avenue-0457,,8502 S Cicero Ave,"Burbank, IL 60459",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=9",cash advance,"8502 S Cicero Ave Burbank, IL 60459",-87.74101,41.739037,NS,17,3013,821102,POINT (-87.74101 41.739037)
27,Dolex,(678) 407-7024,https://www.yellowpages.com/cicero-il/mip/dolex-509596983,268. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,4920 W 14th St,"Cicero, IL 60804",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=9",cash advance,"4920 W 14th St Cicero, IL 60804",-87.74825,41.862186,NS,17,2020,813302,POINT (-87.74825 41.862186)
28,Dolex Dollar Express,(708) 656-8085,https://www.yellowpages.com/cicero-il/mip/dolex-dollar-express-23158981,269. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,5703 W Cermak Rd,"Cicero, IL 60804",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=9",cash advance,"5703 W Cermak Rd Cicero, IL 60804",-87.76663,41.8509,NS,17,1004,813900,POINT (-87.76663000000001 41.8509)
29,Mall Currency Exchange,(708) 771-5540,https://www.yellowpages.com/forest-park-il/mip/mall-currency-exchange-579908,270. ,"Currency Exchanges,Check Cashing Service,Financial Services",http://www.mycurrencyexchange.com,,7207 Roosevelt Rd,"Forest Park, IL 60130",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=9",cash advance,"7207 Roosevelt Rd Forest Park, IL 60130",-87.80458,41.86499,NS,17,2015,816100,POINT (-87.80458 41.86499)
0,CFSC Currency Exchange Madison & Harlem,(708) 366-2885,https://www.yellowpages.com/oak-park-il/mip/cfsc-currency-exchange-madison-harlem-519190550,271. ,"Currency Exchanges,Check Cashing Service",https://locations.cfsc.com/cfsc-currency-exchange-7c616b9d67f2?y_source=1_MTU0MzQ0NjAtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,,1147 Madison St,"Oak Park, IL 60302",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=10",cash advance,"1147 Madison St Oak Park, IL 60302",,,,,,,POINT (nan nan)
24,PLS Loan Store,(708) 345-6500,https://www.yellowpages.com/melrose-park-il/mip/pls-loan-store-462295906,295. ,"Alternative Loans,Financial Services,Check Cashing Service",http://pls247.com/il/store-locator/store/42-1527-w-north-ave-melrose-park.html,,1527 W North Ave,"Melrose Park, IL 60160",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=10",cash advance,"1527 W North Ave Melrose Park, IL 60160",-87.85267,41.908127,NS,17,2028,811302,POINT (-87.85267 41.908127)
25,PLS Loan Store,(708) 865-0906,https://www.yellowpages.com/westchester-il/mip/pls-loan-store-32663,296. ,"Alternative Loans,Check Cashing Service,Financing Services",http://pls247.com/il/store-locator/store/8-10354-w-roosevelt-rd-westchester.html,,10354 W Roosevelt Rd,"Westchester, IL 60154",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=10",cash advance,"10354 W Roosevelt Rd Westchester, IL 60154",,,,,,,POINT (nan nan)
26,Elmwood Park Currency Exchange Inc,(708) 453-7234,https://www.yellowpages.com/elmwood-park-il/mip/elmwood-park-currency-exchange-inc-5290176,297. ,Check Cashing Service,http://www.mycurrencyexchange.com,4,7300 W Grand Ave,"Elmwood Park, IL 60707",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=10",cash advance,"7300 W Grand Ave Elmwood Park, IL 60707",-87.80876,41.9244,NS,17,1028,810702,POINT (-87.80876000000001 41.9244)
28,95th & Cicero Currency Exchange,(708) 424-6300,https://www.yellowpages.com/oak-lawn-il/mip/95th-cicero-currency-exchange-12707302,299. ,"Check Cashing Service,Financial Services",http://www.mycurrencyexchange.com,2,9524 S Cicero Ave,"Oak Lawn, IL 60453",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=10",cash advance,"9524 S Cicero Ave Oak Lawn, IL 60453",-87.74078,41.71955,NS,17,3019,822101,POINT (-87.74078 41.71955)
29,West Suburban Currency Exchanges,(847) 455-1349,https://www.yellowpages.com/franklin-park-il/mip/west-suburban-currency-exchanges-465059686,300. ,"Currency Exchanges,Loans,Check Cashing Service",http://www.wsce.com,1,2633 Mannheim Rd,"Franklin Park, IL 60131",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=10",cash advance,"2633 Mannheim Rd Franklin Park, IL 60131",-87.88452,41.926537,NS,17,2013,811402,POINT (-87.88451999999999 41.926537)
0,PLS Check Cashing Store,(708) 425-0118,https://www.yellowpages.com/evergreen-park-il/mip/pls-check-cashing-store-106592,301. ,"Check Cashing Service,Tax Return Preparation,Loans",http://plscheck.com,,2507 W 95th St,"Evergreen Park, IL 60805",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=11",cash advance,"2507 W 95th St Evergreen Park, IL 60805",-87.68489,41.720905,NS,17,1001,821900,POINT (-87.68489 41.720905)
1,Melrose Currency Exchange Inc,(708) 344-1510,https://www.yellowpages.com/melrose-park-il/mip/melrose-currency-exchange-inc-4275177,302. ,"Check Cashing Service,Notaries Public,Money Order Service",,,130 N 19th Ave Ste A,"Melrose Park, IL 60160",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=11",cash advance,"130 N 19th Ave Ste A Melrose Park, IL 60160",-87.85659,41.892223,NS,17,4010,816401,POINT (-87.85659 41.892223)
2,Illinois Cash Advance,(708) 343-3159,https://www.yellowpages.com/melrose-park-il/mip/illinois-cash-advance-475167034,303. ,"Check Cashing Service,Loans",http://illcashadvance.com,,2225 W North Ave Ste J,"Melrose Park, IL 60160",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=11",cash advance,"2225 W North Ave Ste J Melrose Park, IL 60160",-87.863884,41.907913,NS,17,2021,811302,POINT (-87.863884 41.907913)
4,Cash On The Spot,(708) 453-2132,https://www.yellowpages.com/norridge-il/mip/cash-on-the-spot-473946086,305. ,Check Cashing Service,,,8500 W Lawrence Ave,"Norridge, IL 60706",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=11",cash advance,"8500 W Lawrence Ave Norridge, IL 60706",-87.83921,41.966557,NS,17,2017,770902,POINT (-87.83920999999999 41.966557)
5,AmeriCash Loans,(708) 907-3259,https://www.yellowpages.com/evergreen-park-il/mip/americash-loans-545890573,306. ,"Financing Services,Check Cashing Service",,,3144 W 95th St,"Evergreen Park, IL 60805",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=11",cash advance,"3144 W 95th St Evergreen Park, IL 60805",-87.70103,41.720745,NS,17,4005,821800,POINT (-87.70103 41.720745)
6,Dolex Dollar Express,(708) 344-4635,https://www.yellowpages.com/melrose-park-il/mip/dolex-dollar-express-7805302,307. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,2101 W Lake St,"Melrose Park, IL 60160",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=11",cash advance,"2101 W Lake St Melrose Park, IL 60160",-87.85914,41.893963,NS,17,3022,816401,POINT (-87.85914 41.893963)
7,Dolex Dollar Express,(708) 681-2842,https://www.yellowpages.com/melrose-park-il/mip/dolex-dollar-express-534511849,308. ,"Money Transfer Service,Check Cashing Service,Money Order Service",http://www.dolex.com,,137 1/2 N 19th Ave,"Melrose Park, IL 60160",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=11",cash advance,"137 1/2 N 19th Ave Melrose Park, IL 60160",,,,,,,POINT (nan nan)
8,Bmac,(708) 658-6153,https://www.yellowpages.com/chicago-ridge-il/mip/bmac-481305992,309. ,"Loans,Financing Services,Check Cashing Service",http://www.cashcitypayday.com,,10139 S Harlem Ave,"Chicago Ridge, IL 60415",,,"https://www.yellowpages.com/search?search_terms=cash%20advance&geo_location_terms=Chicago,%20IL&page=11",cash advance,"10139 S Harlem Ave Chicago Ridge, IL 60415",-87.798065,41.704865,NS,17,1015,823001,POINT (-87.79806499999999 41.704865)
